Date,Price,Open,High,Low,Vol,Change,left,right,Volume
"Mar 29, 2013",90.5,86.2,93.1,83,83.18K,5.01%,83.18,K,83180
"Mar 28, 2013",86.2,88.9,95.7,75,140.26K,-3.08%,140.26,K,140260
"Mar 27, 2013",88.9,78.5,89.5,78.4,72.23K,13.27%,72.23,K,72230
"Mar 26, 2013",78.5,73.6,79.7,73.1,56.67K,6.66%,56.67,K,56670
"Mar 25, 2013",73.6,71.5,78,69.5,79.74K,2.94%,79.74,K,79740
"Mar 24, 2013",71.5,64.3,72.5,62.7,42.02K,11.11%,42.02,K,42020
"Mar 23, 2013",64.3,69.9,70.5,52.3,150.46K,-7.90%,150.46,K,150460
"Mar 22, 2013",69.9,70.8,73.8,65,73.20K,-1.38%,73.2,K,73200
"Mar 21, 2013",70.8,64.5,74.9,63.1,94.31K,9.86%,94.31,K,94310
"Mar 20, 2013",64.5,59.1,66,57.7,93.14K,9.05%,93.14,K,93140
"Mar 19, 2013",59.1,51.6,62,50,111.70K,14.61%,111.7,K,111700
"Mar 18, 2013",51.6,47.4,52.9,47.1,65.31K,8.86%,65.31,K,65310
"Mar 17, 2013",47.4,47,47.7,46.8,13.94K,0.85%,13.94,K,13940
"Mar 16, 2013",47,47,47.4,46.3,16.32K,0.00%,16.32,K,16320
"Mar 15, 2013",47,47.2,47.5,46.4,20.29K,-0.47%,20.29,K,20290
"Mar 14, 2013",47.2,46.9,48,46,37.04K,0.53%,37.04,K,37040
"Mar 13, 2013",46.9,44.3,47.3,43.8,49.52K,5.94%,49.52,K,49520
"Mar 12, 2013",44.3,48.4,48.4,36.7,183.41K,-8.49%,183.41,K,183410
"Mar 11, 2013",48.4,46,48.5,45.5,41.39K,5.22%,41.39,K,41390
"Mar 10, 2013",46,46.8,48,45.5,36.36K,-1.81%,36.36,K,36360
"Mar 09, 2013",46.8,44.2,47,43.4,44.48K,6.04%,44.48,K,44480
"Mar 08, 2013",44.2,42,44.5,41,47.10K,5.19%,47.1,K,47100
"Mar 07, 2013",42,41,45.5,33.3,157.32K,2.39%,157.32,K,157320
"Mar 06, 2013",41,40.3,49.1,40.1,126.45K,1.71%,126.45,K,126450
"Mar 05, 2013",40.3,36.2,40.7,36.2,85.43K,11.56%,85.43,K,85430
"Mar 04, 2013",36.2,34.5,36.7,34.2,46.77K,4.78%,46.77,K,46770
"Mar 03, 2013",34.5,34.3,34.5,33.8,12.53K,0.73%,12.53,K,12530
"Mar 02, 2013",34.3,34.5,34.8,33.2,36.66K,-0.72%,36.66,K,36660
"Mar 01, 2013",34.5,33.4,34.9,32.9,39.79K,3.36%,39.79,K,39790
"Feb 28, 2013",33.4,30.9,34.5,30.9,126.52K,8.03%,126.52,K,126520
"Feb 27, 2013",30.9,31.1,31.6,30.8,30.47K,-0.64%,30.47,K,30470
"Feb 26, 2013",31.1,30.4,31.7,30.1,42.86K,2.30%,42.86,K,42860
"Feb 25, 2013",30.4,29.9,30.4,29.5,26.78K,1.71%,26.78,K,26780
"Feb 24, 2013",29.9,29.8,30.4,29.2,24.28K,0.30%,24.28,K,24280
"Feb 23, 2013",29.8,30.3,30.7,28,72.28K,-1.49%,72.28,K,72280
"Feb 22, 2013",30.3,29.8,31.3,29.7,66.95K,1.68%,66.95,K,66950
"Feb 21, 2013",29.8,29.6,30,29.3,34.73K,0.34%,34.73,K,34730
"Feb 20, 2013",29.6,29.4,29.9,29,37.21K,0.78%,37.21,K,37210
"Feb 19, 2013",29.4,27,29.6,26.8,99.70K,9.17%,99.7,K,99700
"Feb 18, 2013",27,26.8,27.1,26.4,29.74K,0.52%,29.74,K,29740
"Feb 17, 2013",26.8,27.2,27.4,25,77.04K,-1.51%,77.04,K,77040
"Feb 16, 2013",27.2,27.1,27.5,26.8,18.83K,0.44%,18.83,K,18830
"Feb 15, 2013",27.1,27.2,27.5,26.1,51.71K,-0.44%,51.71,K,51710
"Feb 14, 2013",27.2,24.2,27.6,21.7,145.74K,12.48%,145.74,K,145740
"Feb 13, 2013",24.2,25.2,26.3,24.2,90.15K,-3.85%,90.15,K,90150
"Feb 12, 2013",25.2,24.6,25.8,24.3,74.24K,2.11%,74.24,K,74240
"Feb 11, 2013",24.6,24,24.7,23.6,29.53K,2.84%,29.53,K,29530
"Feb 10, 2013",24,23.6,24.1,22.7,56.43K,1.35%,56.43,K,56430
"Feb 09, 2013",23.6,22.7,24,22.6,38.13K,4.37%,38.13,K,38130
"Feb 08, 2013",22.7,22.1,22.8,22,48.65K,2.30%,48.65,K,48650
"Feb 07, 2013",22.1,21.2,22.2,20.8,64.26K,4.58%,64.26,K,64260
"Feb 06, 2013",21.2,20.6,21.3,20.6,51.99K,2.82%,51.99,K,51990
"Feb 05, 2013",20.6,20.4,20.8,20.2,29.21K,0.83%,29.21,K,29210
"Feb 04, 2013",20.4,20.6,21,19.9,52.22K,-0.78%,52.22,K,52220
"Feb 03, 2013",20.6,19.6,20.9,19.4,34.24K,4.89%,34.24,K,34240
"Feb 02, 2013",19.6,20.5,20.5,18,80.50K,-4.24%,80.5,K,80500
"Feb 01, 2013",20.5,20.4,21.1,20.3,49.92K,0.44%,49.92,K,49920
"Jan 31, 2013",20.4,19.7,21.4,19.5,99.23K,3.60%,99.23,K,99230
"Jan 30, 2013",19.7,19.5,19.8,19.1,45.07K,0.87%,45.07,K,45070
"Jan 29, 2013",19.5,18.7,19.8,18.7,86.08K,4.33%,86.08,K,86080
"Jan 28, 2013",18.7,17.8,18.9,17.8,57.67K,5.05%,57.67,K,57670
"Jan 27, 2013",17.8,17.9,18,17.2,23.77K,-0.34%,23.77,K,23770
"Jan 26, 2013",17.9,17.4,17.9,16.5,34.81K,2.76%,34.81,K,34810
"Jan 25, 2013",17.4,16.9,17.8,15.4,80.77K,2.96%,80.77,K,80770
"Jan 24, 2013",16.9,17.5,19.2,15.6,172.01K,-3.43%,172.01,K,172010
"Jan 23, 2013",17.5,17.3,17.6,16.8,49.44K,1.39%,49.44,K,49440
"Jan 22, 2013",17.3,16.8,17.6,16.6,60.98K,2.74%,60.98,K,60980
"Jan 21, 2013",16.8,15.7,17,15.6,61.50K,7.01%,61.5,K,61500
"Jan 20, 2013",15.7,15.6,15.9,15.5,25.98K,0.51%,25.98,K,25980
"Jan 19, 2013",15.6,15.7,15.8,15.3,34.59K,-0.51%,34.59,K,34590
"Jan 18, 2013",15.7,15.5,16,15.4,56.10K,1.29%,56.1,K,56100
"Jan 17, 2013",15.5,14.7,15.7,14.6,65.49K,5.23%,65.49,K,65490
"Jan 16, 2013",14.7,14.3,14.7,14.2,45.53K,3.37%,45.53,K,45530
"Jan 15, 2013",14.3,14.3,14.5,14,51.57K,-0.35%,51.57,K,51570
"Jan 14, 2013",14.3,14.1,14.4,14.1,22.10K,1.27%,22.1,K,22100
"Jan 13, 2013",14.1,14.2,14.3,13.9,38.33K,-0.84%,38.33,K,38330
"Jan 12, 2013",14.2,14.1,14.3,14,26.93K,0.71%,26.93,K,26930
"Jan 11, 2013",14.1,14.1,14.4,13.9,40.44K,0.00%,40.44,K,40440
"Jan 10, 2013",14.1,13.8,14.3,13.8,51.81K,2.69%,51.81,K,51810
"Jan 09, 2013",13.8,13.7,13.9,13.6,28.61K,0.00%,28.61,K,28610
"Jan 08, 2013",13.7,13.6,13.9,13.5,42.80K,1.10%,42.8,K,42800
"Jan 07, 2013",13.6,13.4,13.6,13.4,25.48K,1.04%,25.48,K,25480
"Jan 06, 2013",13.4,13.4,13.5,13.4,12.74K,0.00%,12.74,K,12740
"Jan 05, 2013",13.4,13.5,13.6,13.3,21.33K,-0.44%,21.33,K,21330
"Jan 04, 2013",13.5,13.4,13.5,13.3,29.64K,0.75%,29.64,K,29640
"Jan 03, 2013",13.4,13.3,13.5,13.3,18.03K,0.90%,18.03,K,18030
"Jan 02, 2013",13.3,13.3,13.4,13.2,17.97K,0.00%,17.97,K,17970
"Jan 01, 2013",13.3,13.5,13.6,13.2,28.41K,-1.55%,28.41,K,28410
"Dec 31, 2012",13.5,13.4,13.6,13.4,15.05K,0.45%,15.05,K,15050
"Dec 30, 2012",13.4,13.4,13.6,13.4,11.76K,0.37%,11.76,K,11760
"Dec 29, 2012",13.4,13.4,13.7,13.3,26.15K,0.00%,26.15,K,26150
"Dec 28, 2012",13.4,13.4,13.6,13.3,23.81K,0.00%,23.81,K,23810
"Dec 27, 2012",13.4,13.5,13.5,13.3,19.82K,-0.37%,19.82,K,19820
"Dec 26, 2012",13.5,13.4,13.5,13.2,15.84K,0.90%,15.84,K,15840
"Dec 25, 2012",13.4,13.4,13.4,13.1,13.17K,0.00%,13.17,K,13170
"Dec 24, 2012",13.4,13.3,13.4,13.2,16.69K,0.53%,16.69,K,16690
"Dec 23, 2012",13.3,13.4,13.5,13,23.98K,-0.45%,23.98,K,23980
"Dec 22, 2012",13.4,13.5,13.6,13.3,14.78K,-0.96%,14.78,K,14780
"Dec 21, 2012",13.5,13.5,13.6,13.4,25.33K,0.00%,25.33,K,25330
"Dec 20, 2012",13.5,13.6,13.7,13.3,32.98K,-0.59%,32.98,K,32980
"Dec 19, 2012",13.6,13.3,13.6,13.2,38.81K,2.26%,38.81,K,38810
"Dec 18, 2012",13.3,13.3,13.4,13.1,23.22K,0.38%,23.22,K,23220
"Dec 17, 2012",13.3,13.3,13.5,12.8,63.63K,-0.38%,63.63,K,63630
"Dec 16, 2012",13.3,13.5,13.7,13.1,42.76K,-1.41%,42.76,K,42760
"Dec 15, 2012",13.5,13.6,13.6,13.4,15.19K,-0.81%,15.19,K,15190
"Dec 14, 2012",13.6,13.7,13.9,13,70.14K,-0.73%,70.14,K,70140
"Dec 13, 2012",13.7,13.7,13.8,13.5,24.20K,0.00%,24.2,K,24200
"Dec 12, 2012",13.7,13.6,13.8,13.3,37.68K,1.03%,37.68,K,37680
"Dec 11, 2012",13.6,13.4,13.7,13.3,28.05K,0.97%,28.05,K,28050
"Dec 10, 2012",13.4,13.4,13.6,13.3,24.67K,0.00%,24.67,K,24670
"Dec 09, 2012",13.4,13.4,13.5,13,28.17K,0.00%,28.17,K,28170
"Dec 08, 2012",13.4,13.5,13.6,13.4,13.17K,-0.59%,13.17,K,13170
"Dec 07, 2012",13.5,13.3,13.6,13,32.80K,1.50%,32.8,K,32800
"Dec 06, 2012",13.3,13.4,13.7,12.9,46.56K,-0.60%,46.56,K,46560
"Dec 05, 2012",13.4,13.4,13.4,13.1,29.80K,0.00%,29.8,K,29800
"Dec 04, 2012",13.4,12.7,13.5,12.6,63.25K,5.76%,63.25,K,63250
"Dec 03, 2012",12.7,12.5,12.7,12.5,26.76K,1.44%,26.76,K,26760
"Dec 02, 2012",12.5,12.6,12.7,12.4,14.01K,-0.48%,14.01,K,14010
"Dec 01, 2012",12.6,12.6,12.7,12.5,14.70K,0.00%,14.7,K,14700
