Height,Sum,Time
51728,['2.15'],2010-04-18 17:57:26
51728,['2.14'],2010-04-18 17:57:26
51728,['2.13'],2010-04-18 17:57:26
51728,['2.12'],2010-04-18 17:57:26
51728,['2.11'],2010-04-18 17:57:26
51728,['2.1'],2010-04-18 17:57:26
51728,['2.09'],2010-04-18 17:57:26
51728,['2.08'],2010-04-18 17:57:26
51728,['2.07'],2010-04-18 17:57:26
51728,['2.06'],2010-04-18 17:57:26
51728,['2.05'],2010-04-18 17:57:26
51728,['2.04'],2010-04-18 17:57:26
51728,['2.03'],2010-04-18 17:57:26
51728,['2.02'],2010-04-18 17:57:26
51728,['2.01'],2010-04-18 17:57:26
51728,['2'],2010-04-18 17:57:26
51728,['1.99'],2010-04-18 17:57:26
51728,['1.98'],2010-04-18 17:57:26
51728,['1.97'],2010-04-18 17:57:26
51728,['1.96'],2010-04-18 17:57:26
51728,['1.95'],2010-04-18 17:57:26
51728,['1.94'],2010-04-18 17:57:26
51728,['1.93'],2010-04-18 17:57:26
51728,['1.92'],2010-04-18 17:57:26
51728,['1.91'],2010-04-18 17:57:26
51728,['1.9'],2010-04-18 17:57:26
51728,['1.89'],2010-04-18 17:57:26
51728,['1.88'],2010-04-18 17:57:26
51728,['1.87'],2010-04-18 17:57:26
51728,['1.86'],2010-04-18 17:57:26
51728,['1.85'],2010-04-18 17:57:26
51728,['1.84'],2010-04-18 17:57:26
51728,['1.83'],2010-04-18 17:57:26
51728,['1.82'],2010-04-18 17:57:26
51728,['1.81'],2010-04-18 17:57:26
51728,['1.8'],2010-04-18 17:57:26
51728,['1.79'],2010-04-18 17:57:26
51728,['1.78'],2010-04-18 17:57:26
51728,['1.77'],2010-04-18 17:57:26
51728,['1.76'],2010-04-18 17:57:26
51728,['1.75'],2010-04-18 17:57:26
51728,['1.74'],2010-04-18 17:57:26
51728,['1.73'],2010-04-18 17:57:26
51728,['1.72'],2010-04-18 17:57:26
51728,['1.71'],2010-04-18 17:57:26
51728,['1.7'],2010-04-18 17:57:26
51728,['1.69'],2010-04-18 17:57:26
51728,['1.68'],2010-04-18 17:57:26
51728,['1.67'],2010-04-18 17:57:26
51728,['1.66'],2010-04-18 17:57:26
51728,['1.65'],2010-04-18 17:57:26
51728,['1.64'],2010-04-18 17:57:26
51728,['1.63'],2010-04-18 17:57:26
51728,['1.62'],2010-04-18 17:57:26
51728,['1.61'],2010-04-18 17:57:26
51728,['1.6'],2010-04-18 17:57:26
51728,['1.59'],2010-04-18 17:57:26
51728,['1.58'],2010-04-18 17:57:26
51728,['1.57'],2010-04-18 17:57:26
51728,['1.56'],2010-04-18 17:57:26
51728,['1.55'],2010-04-18 17:57:26
51728,['1.54'],2010-04-18 17:57:26
51728,['1.53'],2010-04-18 17:57:26
51728,['1.52'],2010-04-18 17:57:26
51728,['1.51'],2010-04-18 17:57:26
51728,['1.5'],2010-04-18 17:57:26
51728,['1.49'],2010-04-18 17:57:26
51728,['1.48'],2010-04-18 17:57:26
51728,['1.47'],2010-04-18 17:57:26
51728,['1.46'],2010-04-18 17:57:26
51728,['1.45'],2010-04-18 17:57:26
51728,['1.44'],2010-04-18 17:57:26
51728,['1.43'],2010-04-18 17:57:26
51728,['1.42'],2010-04-18 17:57:26
51728,['1.41'],2010-04-18 17:57:26
51728,['1.4'],2010-04-18 17:57:26
51728,['1.39'],2010-04-18 17:57:26
51728,['1.38'],2010-04-18 17:57:26
51728,['1.37'],2010-04-18 17:57:26
51728,['1.36'],2010-04-18 17:57:26
51728,['1.35'],2010-04-18 17:57:26
51728,['1.34'],2010-04-18 17:57:26
51728,['1.33'],2010-04-18 17:57:26
51728,['1.32'],2010-04-18 17:57:26
51728,['1.31'],2010-04-18 17:57:26
51728,['1.3'],2010-04-18 17:57:26
51728,['1.29'],2010-04-18 17:57:26
51728,['1.28'],2010-04-18 17:57:26
51728,['1.27'],2010-04-18 17:57:26
51728,['1.26'],2010-04-18 17:57:26
51728,['1.25'],2010-04-18 17:57:26
51728,['1.24'],2010-04-18 17:57:26
51728,['1.23'],2010-04-18 17:57:26
51728,['1.22'],2010-04-18 17:57:26
51728,['1.21'],2010-04-18 17:57:26
51728,['1.2'],2010-04-18 17:57:26
51728,['1.19'],2010-04-18 17:57:26
51728,['1.18'],2010-04-18 17:57:26
51728,['1.17'],2010-04-18 17:57:26
51728,['1.16'],2010-04-18 17:57:26
51728,['1.15'],2010-04-18 17:57:26
51728,['1.14'],2010-04-18 17:57:26
51728,['1.13'],2010-04-18 17:57:26
51728,['1.12'],2010-04-18 17:57:26
51728,['1.11'],2010-04-18 17:57:26
51728,['1.1'],2010-04-18 17:57:26
51728,['1.09'],2010-04-18 17:57:26
51728,['1.08'],2010-04-18 17:57:26
51728,['1.07'],2010-04-18 17:57:26
51728,['1.06'],2010-04-18 17:57:26
51728,['1.05'],2010-04-18 17:57:26
51728,['1.04'],2010-04-18 17:57:26
51728,['1.03'],2010-04-18 17:57:26
51728,['1.02'],2010-04-18 17:57:26
51728,['1.01'],2010-04-18 17:57:26
51728,['1'],2010-04-18 17:57:26
51728,['0.99'],2010-04-18 17:57:26
51728,['0.98'],2010-04-18 17:57:26
51728,['0.97'],2010-04-18 17:57:26
51728,['0.96'],2010-04-18 17:57:26
51728,['0.95'],2010-04-18 17:57:26
51728,['0.94'],2010-04-18 17:57:26
51728,['0.93'],2010-04-18 17:57:26
51728,['0.92'],2010-04-18 17:57:26
51728,['0.91'],2010-04-18 17:57:26
51728,['0.9'],2010-04-18 17:57:26
51728,['0.89'],2010-04-18 17:57:26
51728,['0.88'],2010-04-18 17:57:26
51728,['0.87'],2010-04-18 17:57:26
51728,['0.86'],2010-04-18 17:57:26
51728,['0.85'],2010-04-18 17:57:26
51728,['0.84'],2010-04-18 17:57:26
51728,['0.83'],2010-04-18 17:57:26
51728,['0.82'],2010-04-18 17:57:26
51728,['0.81'],2010-04-18 17:57:26
51728,['0.8'],2010-04-18 17:57:26
51728,['0.79'],2010-04-18 17:57:26
51728,['0.78'],2010-04-18 17:57:26
51728,['0.77'],2010-04-18 17:57:26
51728,['0.76'],2010-04-18 17:57:26
51728,['0.75'],2010-04-18 17:57:26
51728,['0.74'],2010-04-18 17:57:26
51728,['0.73'],2010-04-18 17:57:26
51728,['0.72'],2010-04-18 17:57:26
51728,['0.71'],2010-04-18 17:57:26
51728,['0.7'],2010-04-18 17:57:26
51728,['0.69'],2010-04-18 17:57:26
51728,['0.68'],2010-04-18 17:57:26
51728,['0.67'],2010-04-18 17:57:26
51728,['0.66'],2010-04-18 17:57:26
51728,['0.65'],2010-04-18 17:57:26
51728,['0.64'],2010-04-18 17:57:26
51728,['0.63'],2010-04-18 17:57:26
51728,['0.62'],2010-04-18 17:57:26
51728,['0.61'],2010-04-18 17:57:26
51728,['0.6'],2010-04-18 17:57:26
51728,['0.59'],2010-04-18 17:57:26
51728,['0.58'],2010-04-18 17:57:26
51728,['0.57'],2010-04-18 17:57:26
51728,['0.56'],2010-04-18 17:57:26
51728,['0.55'],2010-04-18 17:57:26
51728,['0.54'],2010-04-18 17:57:26
51728,['0.53'],2010-04-18 17:57:26
51728,['0.52'],2010-04-18 17:57:26
51728,['0.51'],2010-04-18 17:57:26
51728,['0.5'],2010-04-18 17:57:26
51728,['0.49'],2010-04-18 17:57:26
51728,['0.48'],2010-04-18 17:57:26
51728,['0.47'],2010-04-18 17:57:26
51728,['0.46'],2010-04-18 17:57:26
51728,['0.45'],2010-04-18 17:57:26
51728,['0.44'],2010-04-18 17:57:26
51728,['0.43'],2010-04-18 17:57:26
51728,['0.42'],2010-04-18 17:57:26
51728,['0.41'],2010-04-18 17:57:26
51729,['0.4'],2010-04-18 18:14:28
51729,['0.39'],2010-04-18 18:14:28
51729,['4'],2010-04-18 18:14:28
51729,['32'],2010-04-18 18:14:28
51729,['100'],2010-04-18 18:14:28
51729,['3.99'],2010-04-18 18:14:28
51729,['6'],2010-04-18 18:14:28
51729,['5.99'],2010-04-18 18:14:28
51729,['0.38'],2010-04-18 18:14:28
51729,['5.98'],2010-04-18 18:14:28
51729,['3.98'],2010-04-18 18:14:28
51729,['5.97'],2010-04-18 18:14:28
51729,['5.96'],2010-04-18 18:14:28
51729,['3.97'],2010-04-18 18:14:28
51729,['3.96'],2010-04-18 18:14:28
51729,['3.95'],2010-04-18 18:14:28
51729,['0.37'],2010-04-18 18:14:28
51729,['5.95'],2010-04-18 18:14:28
51729,['3.94'],2010-04-18 18:14:28
51729,['0.36'],2010-04-18 18:14:28
51729,['0.35'],2010-04-18 18:14:28
51729,['3.93'],2010-04-18 18:14:28
51729,['0.34'],2010-04-18 18:14:28
51729,['3.92'],2010-04-18 18:14:28
51729,['5.94'],2010-04-18 18:14:28
51729,['5.93'],2010-04-18 18:14:28
51729,['3.91'],2010-04-18 18:14:28
51729,['0.33'],2010-04-18 18:14:28
51729,['3.9'],2010-04-18 18:14:28
51729,['0.32'],2010-04-18 18:14:28
51729,['3.89'],2010-04-18 18:14:28
51729,['5.92'],2010-04-18 18:14:28
51729,['0.31'],2010-04-18 18:14:28
51729,['0.3'],2010-04-18 18:14:28
51729,['5.91'],2010-04-18 18:14:28
51729,['3.88'],2010-04-18 18:14:28
51729,['5.9'],2010-04-18 18:14:28
51729,['0.29'],2010-04-18 18:14:28
51729,['3.87'],2010-04-18 18:14:28
51729,['5.89'],2010-04-18 18:14:28
51729,['5.88'],2010-04-18 18:14:28
51729,['3.86'],2010-04-18 18:14:28
51729,['5.87'],2010-04-18 18:14:28
51729,['0.28'],2010-04-18 18:14:28
51729,['3.85'],2010-04-18 18:14:28
51729,['5.86'],2010-04-18 18:14:28
51729,['0.27'],2010-04-18 18:14:28
51729,['3.84'],2010-04-18 18:14:28
51729,['5.85'],2010-04-18 18:14:28
51729,['5.84'],2010-04-18 18:14:28
51729,['3.83'],2010-04-18 18:14:28
51729,['3.82'],2010-04-18 18:14:28
51729,['5.83'],2010-04-18 18:14:28
51729,['0.26'],2010-04-18 18:14:28
51729,['5.82'],2010-04-18 18:14:28
51729,['3.81'],2010-04-18 18:14:28
51729,['3.8'],2010-04-18 18:14:28
51729,['5.81'],2010-04-18 18:14:28
51729,['3.79'],2010-04-18 18:14:28
51729,['0.25'],2010-04-18 18:14:28
51729,['5.8'],2010-04-18 18:14:28
51729,['3.78'],2010-04-18 18:14:28
51729,['5.79'],2010-04-18 18:14:28
51729,['0.24'],2010-04-18 18:14:28
51729,['0.23'],2010-04-18 18:14:28
51729,['5.78'],2010-04-18 18:14:28
51729,['0.22'],2010-04-18 18:14:28
51729,['5.77'],2010-04-18 18:14:28
51729,['3.77'],2010-04-18 18:14:28
51729,['3.76'],2010-04-18 18:14:28
51729,['0.21'],2010-04-18 18:14:28
51729,['0.2'],2010-04-18 18:14:28
51729,['5.76'],2010-04-18 18:14:28
51729,['0.19'],2010-04-18 18:14:28
51729,['0.18'],2010-04-18 18:14:28
51729,['0.17'],2010-04-18 18:14:28
51729,['3.75'],2010-04-18 18:14:28
51729,['5.75'],2010-04-18 18:14:28
51729,['0.16'],2010-04-18 18:14:28
51729,['0.15'],2010-04-18 18:14:28
51729,['3.74'],2010-04-18 18:14:28
51729,['3.73'],2010-04-18 18:14:28
51729,['5.74'],2010-04-18 18:14:28
51729,['0.14'],2010-04-18 18:14:28
51729,['5.73'],2010-04-18 18:14:28
51729,['0.13'],2010-04-18 18:14:28
51729,['5.72'],2010-04-18 18:14:28
51729,['5.71'],2010-04-18 18:14:28
51729,['0.12'],2010-04-18 18:14:28
51729,['3.72'],2010-04-18 18:14:28
51729,['5.7'],2010-04-18 18:14:28
51729,['5.69'],2010-04-18 18:14:28
51729,['0.11'],2010-04-18 18:14:28
51729,['0.1'],2010-04-18 18:14:28
51729,['3.71'],2010-04-18 18:14:28
51729,['0.09'],2010-04-18 18:14:28
51729,['5.68'],2010-04-18 18:14:28
51729,['0.08'],2010-04-18 18:14:28
51729,['3.7'],2010-04-18 18:14:28
51729,['0.07'],2010-04-18 18:14:28
51729,['5.67'],2010-04-18 18:14:28
51729,['0.06'],2010-04-18 18:14:28
51729,['5.66'],2010-04-18 18:14:28
51729,['5.65'],2010-04-18 18:14:28
51729,['5.64'],2010-04-18 18:14:28
51729,['3.69'],2010-04-18 18:14:28
51729,['5.63'],2010-04-18 18:14:28
51729,['5.62'],2010-04-18 18:14:28
51729,['0.05'],2010-04-18 18:14:28
51729,['0.04'],2010-04-18 18:14:28
51729,['3.68'],2010-04-18 18:14:28
51729,['3.67'],2010-04-18 18:14:28
51729,['0.03'],2010-04-18 18:14:28
51729,['5.61'],2010-04-18 18:14:28
51729,['3.66'],2010-04-18 18:14:28
51729,['0.02'],2010-04-18 18:14:28
51729,['5.6'],2010-04-18 18:14:28
51729,['0.01'],2010-04-18 18:14:28
51729,['3.65'],2010-04-18 18:14:28
51729,['3.64'],2010-04-18 18:14:28
51729,['5.59'],2010-04-18 18:14:28
51729,['3.63'],2010-04-18 18:14:28
51729,['3.62'],2010-04-18 18:14:28
51729,['5.58'],2010-04-18 18:14:28
51729,['5.57'],2010-04-18 18:14:28
51729,['3.61'],2010-04-18 18:14:28
51729,['5.56'],2010-04-18 18:14:28
51729,['3.6'],2010-04-18 18:14:28
51729,['5.55'],2010-04-18 18:14:28
51729,['3.59'],2010-04-18 18:14:28
51729,['5.54'],2010-04-18 18:14:28
51729,['5.53'],2010-04-18 18:14:28
51729,['5.52'],2010-04-18 18:14:28
51729,['3.58'],2010-04-18 18:14:28
51729,['5.51'],2010-04-18 18:14:28
51729,['3.57'],2010-04-18 18:14:28
51729,['5.5'],2010-04-18 18:14:28
51729,['3.56'],2010-04-18 18:14:28
51729,['5.49'],2010-04-18 18:14:28
51729,['3.55'],2010-04-18 18:14:28
51729,['5.48'],2010-04-18 18:14:28
51729,['3.54'],2010-04-18 18:14:28
51729,['3.53'],2010-04-18 18:14:28
51729,['5.47'],2010-04-18 18:14:28
51729,['3.52'],2010-04-18 18:14:28
51729,['5.46'],2010-04-18 18:14:28
51729,['3.51'],2010-04-18 18:14:28
51729,['3.5'],2010-04-18 18:14:28
51729,['5.45'],2010-04-18 18:14:28
51729,['5.44'],2010-04-18 18:14:28
51729,['3.49'],2010-04-18 18:14:28
51729,['5.43'],2010-04-18 18:14:28
51729,['3.48'],2010-04-18 18:14:28
51729,['5.42'],2010-04-18 18:14:28
51729,['3.47'],2010-04-18 18:14:28
51729,['5.41'],2010-04-18 18:14:28
51729,['3.46'],2010-04-18 18:14:28
51729,['3.45'],2010-04-18 18:14:28
51729,['5.4'],2010-04-18 18:14:28
51729,['3.44'],2010-04-18 18:14:28
51729,['5.39'],2010-04-18 18:14:28
51729,['3.43'],2010-04-18 18:14:28
51729,['3.42'],2010-04-18 18:14:28
51729,['5.38'],2010-04-18 18:14:28
51729,['3.41'],2010-04-18 18:14:28
51729,['5.37'],2010-04-18 18:14:28
51729,['3.4'],2010-04-18 18:14:28
51729,['5.36'],2010-04-18 18:14:28
51729,['3.39'],2010-04-18 18:14:28
51729,['5.35'],2010-04-18 18:14:28
51729,['5.34'],2010-04-18 18:14:28
51729,['3.38'],2010-04-18 18:14:28
51729,['3.37'],2010-04-18 18:14:28
51729,['5.33'],2010-04-18 18:14:28
51729,['5.32'],2010-04-18 18:14:28
51729,['3.36'],2010-04-18 18:14:28
51729,['5.31'],2010-04-18 18:14:28
51729,['3.35'],2010-04-18 18:14:28
51729,['5.3'],2010-04-18 18:14:28
51729,['5.29'],2010-04-18 18:14:28
51729,['3.34'],2010-04-18 18:14:28
51729,['5.28'],2010-04-18 18:14:28
51729,['3.33'],2010-04-18 18:14:28
51729,['5.27'],2010-04-18 18:14:28
51729,['3.32'],2010-04-18 18:14:28
51729,['3.31'],2010-04-18 18:14:28
51729,['5.26'],2010-04-18 18:14:28
51729,['3.3'],2010-04-18 18:14:28
51729,['5.25'],2010-04-18 18:14:28
51729,['3.29'],2010-04-18 18:14:28
51729,['3.28'],2010-04-18 18:14:28
51729,['5.24'],2010-04-18 18:14:28
51729,['3.27'],2010-04-18 18:14:28
51729,['5.23'],2010-04-18 18:14:28
51729,['5.22'],2010-04-18 18:14:28
51729,['5.21'],2010-04-18 18:14:28
51729,['5.2'],2010-04-18 18:14:28
51729,['3.26'],2010-04-18 18:14:28
51729,['5.19'],2010-04-18 18:14:28
51729,['5.18'],2010-04-18 18:14:28
51729,['3.25'],2010-04-18 18:14:28
51729,['5.17'],2010-04-18 18:14:28
51729,['5.16'],2010-04-18 18:14:28
51729,['3.24'],2010-04-18 18:14:28
51729,['5.15'],2010-04-18 18:14:28
51729,['3.23'],2010-04-18 18:14:28
51729,['5.14'],2010-04-18 18:14:28
51729,['5.13'],2010-04-18 18:14:28
51729,['5.12'],2010-04-18 18:14:28
51729,['3.22'],2010-04-18 18:14:28
51729,['5.11'],2010-04-18 18:14:28
51729,['3.21'],2010-04-18 18:14:28
51729,['3.2'],2010-04-18 18:14:28
51729,['5.1'],2010-04-18 18:14:28
51729,['3.19'],2010-04-18 18:14:28
51729,['5.09'],2010-04-18 18:14:28
51729,['5.08'],2010-04-18 18:14:28
51729,['3.18'],2010-04-18 18:14:28
51729,['3.17'],2010-04-18 18:14:28
51729,['5.07'],2010-04-18 18:14:28
51729,['5.06'],2010-04-18 18:14:28
51729,['3.16'],2010-04-18 18:14:28
51729,['5.05'],2010-04-18 18:14:28
51729,['5.04'],2010-04-18 18:14:28
51729,['3.15'],2010-04-18 18:14:28
51729,['5.03'],2010-04-18 18:14:28
51729,['5.02'],2010-04-18 18:14:28
51729,['3.14'],2010-04-18 18:14:28
51729,['3.13'],2010-04-18 18:14:28
51729,['3.12'],2010-04-18 18:14:28
51729,['3.11'],2010-04-18 18:14:28
51729,['5.01'],2010-04-18 18:14:28
51729,['5'],2010-04-18 18:14:28
51729,['3.1'],2010-04-18 18:14:28
51729,['3.09'],2010-04-18 18:14:28
51729,['4.99'],2010-04-18 18:14:28
51729,['3.08'],2010-04-18 18:14:28
51729,['3.07'],2010-04-18 18:14:28
51729,['3.06'],2010-04-18 18:14:28
51729,['4.98'],2010-04-18 18:14:28
51729,['3.05'],2010-04-18 18:14:28
51729,['4.97'],2010-04-18 18:14:28
51729,['3.04'],2010-04-18 18:14:28
51729,['4.96'],2010-04-18 18:14:28
51729,['4.95'],2010-04-18 18:14:28
51729,['4.94'],2010-04-18 18:14:28
51729,['3.03'],2010-04-18 18:14:28
51729,['4.93'],2010-04-18 18:14:28
51729,['3.02'],2010-04-18 18:14:28
51729,['4.92'],2010-04-18 18:14:28
51729,['3.01'],2010-04-18 18:14:28
51729,['4.91'],2010-04-18 18:14:28
51729,['4.9'],2010-04-18 18:14:28
51729,['3'],2010-04-18 18:14:28
51729,['2.99'],2010-04-18 18:14:28
51729,['4.89'],2010-04-18 18:14:28
51729,['2.98'],2010-04-18 18:14:28
51729,['2.97'],2010-04-18 18:14:28
51729,['4.88'],2010-04-18 18:14:28
51729,['2.96'],2010-04-18 18:14:28
51729,['4.87'],2010-04-18 18:14:28
51729,['2.95'],2010-04-18 18:14:28
51729,['2.94'],2010-04-18 18:14:28
51729,['4.86'],2010-04-18 18:14:28
51729,['2.93'],2010-04-18 18:14:28
51729,['2.92'],2010-04-18 18:14:28
51729,['2.91'],2010-04-18 18:14:28
51729,['2.9'],2010-04-18 18:14:28
51729,['4.85'],2010-04-18 18:14:28
51729,['2.89'],2010-04-18 18:14:28
51729,['4.84'],2010-04-18 18:14:28
51729,['2.88'],2010-04-18 18:14:28
51729,['4.83'],2010-04-18 18:14:28
51729,['2.87'],2010-04-18 18:14:28
51729,['4.82'],2010-04-18 18:14:28
51729,['4.81'],2010-04-18 18:14:28
51729,['2.86'],2010-04-18 18:14:28
51729,['2.85'],2010-04-18 18:14:28
51729,['4.8'],2010-04-18 18:14:28
51729,['2.84'],2010-04-18 18:14:28
51729,['2.83'],2010-04-18 18:14:28
51729,['2.82'],2010-04-18 18:14:28
51729,['4.79'],2010-04-18 18:14:28
51729,['2.81'],2010-04-18 18:14:28
51729,['4.78'],2010-04-18 18:14:28
51729,['2.8'],2010-04-18 18:14:28
51729,['2.79'],2010-04-18 18:14:28
51729,['4.77'],2010-04-18 18:14:28
51729,['4.76'],2010-04-18 18:14:28
51729,['2.78'],2010-04-18 18:14:28
51729,['2.77'],2010-04-18 18:14:28
51729,['2.76'],2010-04-18 18:14:28
51729,['2.75'],2010-04-18 18:14:28
51729,['4.75'],2010-04-18 18:14:28
51729,['4.74'],2010-04-18 18:14:28
51729,['2.74'],2010-04-18 18:14:28
51729,['4.73'],2010-04-18 18:14:28
51729,['2.73'],2010-04-18 18:14:28
51729,['4.72'],2010-04-18 18:14:28
51729,['4.71'],2010-04-18 18:14:28
51729,['2.72'],2010-04-18 18:14:28
51729,['4.7'],2010-04-18 18:14:28
51729,['2.71'],2010-04-18 18:14:28
51729,['2.7'],2010-04-18 18:14:28
51729,['2.69'],2010-04-18 18:14:28
51729,['4.69'],2010-04-18 18:14:28
51729,['4.68'],2010-04-18 18:14:28
51729,['2.68'],2010-04-18 18:14:28
51729,['2.67'],2010-04-18 18:14:28
51729,['4.67'],2010-04-18 18:14:28
51729,['4.66'],2010-04-18 18:14:28
51729,['4.65'],2010-04-18 18:14:28
51729,['2.66'],2010-04-18 18:14:28
51729,['4.64'],2010-04-18 18:14:28
51729,['2.65'],2010-04-18 18:14:28
51729,['4.63'],2010-04-18 18:14:28
51729,['2.64'],2010-04-18 18:14:28
51729,['4.62'],2010-04-18 18:14:28
51729,['2.63'],2010-04-18 18:14:28
51729,['2.62'],2010-04-18 18:14:28
51729,['4.61'],2010-04-18 18:14:28
51729,['2.61'],2010-04-18 18:14:28
51729,['2.6'],2010-04-18 18:14:28
51729,['4.6'],2010-04-18 18:14:28
51729,['2.59'],2010-04-18 18:14:28
51729,['2.58'],2010-04-18 18:14:28
51729,['4.59'],2010-04-18 18:14:28
51729,['2.57'],2010-04-18 18:14:28
51729,['2.56'],2010-04-18 18:14:28
51729,['2.55'],2010-04-18 18:14:28
51729,['4.58'],2010-04-18 18:14:28
51729,['4.57'],2010-04-18 18:14:28
51729,['2.54'],2010-04-18 18:14:28
51729,['2.53'],2010-04-18 18:14:28
51729,['4.56'],2010-04-18 18:14:28
51729,['4.55'],2010-04-18 18:14:28
51729,['2.52'],2010-04-18 18:14:28
51729,['2.51'],2010-04-18 18:14:28
51729,['4.54'],2010-04-18 18:14:28
51729,['2.5'],2010-04-18 18:14:28
51729,['2.49'],2010-04-18 18:14:28
51729,['4.53'],2010-04-18 18:14:28
51729,['2.48'],2010-04-18 18:14:28
51729,['4.52'],2010-04-18 18:14:28
51729,['2.47'],2010-04-18 18:14:28
51729,['2.46'],2010-04-18 18:14:28
51729,['4.51'],2010-04-18 18:14:28
51729,['2.45'],2010-04-18 18:14:28
51729,['2.44'],2010-04-18 18:14:28
51729,['4.5'],2010-04-18 18:14:28
51729,['4.49'],2010-04-18 18:14:28
51729,['2.43'],2010-04-18 18:14:28
51729,['4.48'],2010-04-18 18:14:28
51729,['2.42'],2010-04-18 18:14:28
51729,['2.41'],2010-04-18 18:14:28
51729,['4.47'],2010-04-18 18:14:28
51729,['2.4'],2010-04-18 18:14:28
51729,['4.46'],2010-04-18 18:14:28
51729,['4.45'],2010-04-18 18:14:28
51729,['2.39'],2010-04-18 18:14:28
51729,['4.44'],2010-04-18 18:14:28
51729,['2.38'],2010-04-18 18:14:28
51729,['4.43'],2010-04-18 18:14:28
51729,['2.37'],2010-04-18 18:14:28
51729,['4.42'],2010-04-18 18:14:28
51729,['2.36'],2010-04-18 18:14:28
51729,['4.41'],2010-04-18 18:14:28
51729,['2.35'],2010-04-18 18:14:28
51729,['4.4'],2010-04-18 18:14:28
51729,['2.34'],2010-04-18 18:14:28
51729,['2.33'],2010-04-18 18:14:28
51729,['4.39'],2010-04-18 18:14:28
51729,['2.32'],2010-04-18 18:14:28
51729,['2.31'],2010-04-18 18:14:28
51729,['4.38'],2010-04-18 18:14:28
51729,['2.3'],2010-04-18 18:14:28
51729,['4.37'],2010-04-18 18:14:28
51729,['2.29'],2010-04-18 18:14:28
51729,['4.36'],2010-04-18 18:14:28
51729,['4.35'],2010-04-18 18:14:28
51729,['4.34'],2010-04-18 18:14:28
51729,['2.28'],2010-04-18 18:14:28
51729,['4.33'],2010-04-18 18:14:28
51729,['4.32'],2010-04-18 18:14:28
51729,['2.27'],2010-04-18 18:14:28
51729,['4.31'],2010-04-18 18:14:28
51729,['2.26'],2010-04-18 18:14:28
51729,['2.25'],2010-04-18 18:14:28
51729,['4.3'],2010-04-18 18:14:28
51729,['2.24'],2010-04-18 18:14:28
51729,['2.23'],2010-04-18 18:14:28
51729,['4.29'],2010-04-18 18:14:28
51729,['4.28'],2010-04-18 18:14:28
51729,['2.22'],2010-04-18 18:14:28
51729,['2.21'],2010-04-18 18:14:28
51729,['4.27'],2010-04-18 18:14:28
51729,['2.2'],2010-04-18 18:14:28
51729,['4.26'],2010-04-18 18:14:28
51729,['4.25'],2010-04-18 18:14:28
51729,['2.19'],2010-04-18 18:14:28
51729,['4.24'],2010-04-18 18:14:28
51729,['2.18'],2010-04-18 18:14:28
51729,['4.23'],2010-04-18 18:14:28
51729,['4.22'],2010-04-18 18:14:28
51729,['2.17'],2010-04-18 18:14:28
51729,['4.21'],2010-04-18 18:14:28
51729,['2.16'],2010-04-18 18:14:28
51729,['4.2'],2010-04-18 18:14:28
51729,['4.19'],2010-04-18 18:14:28
51729,['4.18'],2010-04-18 18:14:28
51729,['2.15'],2010-04-18 18:14:28
51729,['2.14'],2010-04-18 18:14:28
51729,['4.17'],2010-04-18 18:14:28
51729,['4.16'],2010-04-18 18:14:28
51729,['2.13'],2010-04-18 18:14:28
51729,['2.12'],2010-04-18 18:14:28
51729,['2.11'],2010-04-18 18:14:28
51729,['2.1'],2010-04-18 18:14:28
51729,['2.09'],2010-04-18 18:14:28
51729,['2.08'],2010-04-18 18:14:28
51729,['2.07'],2010-04-18 18:14:28
51729,['2.06'],2010-04-18 18:14:28
51729,['2.05'],2010-04-18 18:14:28
51729,['2.04'],2010-04-18 18:14:28
51729,['2.03'],2010-04-18 18:14:28
51729,['2.02'],2010-04-18 18:14:28
